-334500.845	2458606.644	6.05	1.9855563198598
-334450.48	2458608.773	6.1	1.99549165861754
-334422.922	2458566.562	6.15	2.00614892608067
-334397.198	2458523.208	6.2	2.01807070054358
-334371.474	2458479.855	6.25	2.03485664072979
-334345.978	2458436.367	6.3	2.05187283172975
-334319.082	2458393.731	6.35	2.06974580961016
-334282.555	2458358.989	6.4	2.07697696675426
-334246.109	2458324.162	6.45	2.07797357931421
-334211.5	2458287.51	6.5	2.07763795835115
-334176.889	2458250.858	6.55	2.07518902591671
-334143.141	2458213.412	6.6	2.07340890928363
-334109.909	2458175.505	6.65	2.07181640507779
-334076.678	2458137.6	6.7	2.06638360196549
-334041.753	2458101.247	6.75	2.05708394991155
-334004.461	2458067.329	6.8	2.04213014438093
-333967.168	2458033.411	6.85	2.02718650107689
-333928.163	2458001.476	6.9	2.01326015336684
-333886.53	2457973.053	6.95	2.00461346284298
-333844.896	2457944.631	7	1.99580034959793
-333807.918	2457910.37	7.05	1.9853137537244
-333772.768	2457874.236	7.1	1.96829986630285
-333737.618	2457838.102	7.15	1.95198351610913
-333698.134	2457806.764	7.2	1.93502067313666
-333655.341	2457780.118	7.25	1.91362736864735
-333612.549	2457753.473	7.3	1.8926813962492
-333569.757	2457726.827	7.35	1.87214433644748
-333534.644	2457690.657	7.4	1.85305370694674
-333517.092	2457643.402	7.45	1.83502240971889
-333499.54	2457596.147	7.5	1.81526949295183
-333481.987	2457548.892	7.55	1.79618289747607
-333464.435	2457501.636	7.6	1.77808229588065
-333449.072	2457453.625	7.65	1.76034127234254
-333434.955	2457405.232	7.7	1.74273115323903
-333420.839	2457356.839	7.75	1.72458620486135
-333406.722	2457308.446	7.8	1.70681516708569
-333409.582	2457258.118	7.85	1.68940619903396
-333420.048	2457208.807	7.9	1.67242606288765
-333430.515	2457159.495	7.95	1.6555572248201
-333441.243	2457110.241	8	1.63871964753482
-333456.504	2457062.196	8.05	1.62410164633633
-333471.765	2457014.152	8.1	1.61087463690395
-333487.027	2456966.108	8.15	1.59785816779192
-333502.288	2456918.064	8.2	1.58273589861048
-333518.116	2456870.204	8.25	1.5674238326342
-333543.706	2456826.772	8.3	1.5523914568655
-333569.296	2456783.34	8.35	1.53795626059674
-333594.885	2456739.908	8.4	1.52379074495271
-333623.907	2456698.691	8.45	1.51279952764842
-333654.558	2456658.669	8.5	1.50304835498061
-333685.208	2456618.648	8.55	1.49341780838822
-333716.074	2456578.793	8.6	1.48390508423302
-333756.29	2456548.397	8.65	1.47464501706366
-333796.506	2456518.003	8.7	1.46534497153126
-333836.722	2456487.608	8.75	1.456161098609
-333876.939	2456457.214	8.8	1.44709120073634
-333915.29	2456424.498	8.85	1.43980426454589
-333948.348	2456386.44	8.9	1.43742304081407
-333981.405	2456348.382	8.95	1.43657200556249
-334007.13	2456305.029	9	1.43572194804451
-334024.769	2456257.806	9.05	1.4342369114737
-334042.409	2456210.583	9.1	1.43330943043107
-334060.049	2456163.359	9.15	1.43755951603249
-334071.936	2456114.371	9.2	1.44182528580514
-334080.984	2456064.779	9.25	1.4443470152177
-334090.032	2456015.187	9.3	1.4463117791566
-334099.08	2455965.595	9.35	1.44873526302511
-334108.129	2455916.004	9.4	1.45162051359233
-334117.177	2455866.412	9.45	1.45498304129709
-334120.062	2455816.084	9.5	1.45988090177384
-334118.833	2455765.689	9.55	1.46477554528887
-334117.603	2455715.293	9.6	1.46968190844897
-334116.374	2455664.898	9.65	1.4744167822913
-334092.945	2455620.263	9.7	1.4791164389618
-334062.921	2455579.768	9.75	1.48361712381058
-334032.897	2455539.274	9.8	1.48541533956718
-333999.749	2455501.296	9.85	1.48679163158636
-333957.258	2455474.172	9.9	1.48823843286562
-333914.767	2455447.048	9.95	1.48981844933581
-333872.276	2455419.924	10	1.4907153850884
-333829.785	2455392.8	10.05	1.49139721746174
-333787.006	2455366.133	10.1	1.49210625015625
-333743.167	2455341.248	10.15	1.4938268819736
-333699.327	2455316.364	10.2	1.4966203805359
-333655.487	2455291.48	10.25	1.49915045053338
-333611.646	2455266.597	10.3	1.50162503393082
-333567.806	2455241.713	10.35	1.50413385002398
-333523.966	2455216.83	10.4	1.50800530179932
-333513.594	2455167.498	10.45	1.51256636736718
-333519.445	2455117.429	10.5	1.52061096995822
-333525.295	2455067.36	10.55	1.5268302378841
-333531.146	2455017.291	10.6	1.53248340202826
-333557.695	2454974.439	10.65	1.53479356511727
-333604.948	2454956.882	10.7	1.53800385765665
-333652.202	2454939.325	10.75	1.5437225840953
-333699.456	2454921.768	10.8	1.54945356896682
-333747.039	2454905.124	10.85	1.55515845353249
-333795.741	2454892.116	10.9	1.56289773903213
-333844.444	2454879.108	10.95	1.57149911838318
-333893.147	2454866.1	11	1.58114011421946
-333940.982	2454850.195	11.05	1.59142751547943
-333987.888	2454831.726	11.1	1.60537095635345
-334034.793	2454813.257	11.15	1.62029996597354
-334082.4	2454796.681	11.2	1.63564525397201
-334130.044	2454780.211	11.25	1.6518474073621
-334177.452	2454763.074	11.3	1.66845048658707
-334226.117	2454749.923	11.35	1.68534623128881
-334276.493	2454748.077	11.4	1.69801699964903
-334326.346	2454740.596	11.45	1.71023846148436
-334366.76	2454710.464	11.5	1.71572317513776
-334407.175	2454680.333	11.55	1.71884107079681
-334447.589	2454650.202	11.6	1.7222949567643
-334488.004	2454620.07	11.65	1.72576075854942
-334528.419	2454589.939	11.7	1.72688083958724
-334571.425	2454563.638	11.75	1.72412051241826
-334615.148	2454538.548	11.8	1.72071935560534
-334658.872	2454513.458	11.85	1.7189696576733
-334702.596	2454488.368	11.9	1.71739055566526
-334743.338	2454458.681	11.95	1.71453976244705
-334769.957	2454415.871	12	1.70879471506124
-334796.576	2454373.061	12.05	1.70306205805778
-334823.196	2454330.251	12.1	1.70377042979397
-334860.983	2454296.883	12.15	1.70441554839314
-334900.661	2454265.787	12.2	1.70496426040317
-334942.959	2454238.361	12.25	1.70550513660342
-334991.407	2454224.432	12.3	1.70603664393353
-335039.856	2454210.503	12.35	1.70584681969157
-335088.305	2454196.575	12.4	1.70551904826013
-335120.551	2454157.825	12.45	1.70534000961491
-335134.067	2454109.26	12.5	1.70516076167815
-335147.582	2454060.694	12.55	1.7049366944898
-335161.097	2454012.127	12.6	1.70584468483251
-335178.621	2453964.86	12.65	1.70672148966412
-335198.114	2453918.369	12.7	1.70745205926457
-335199.708	2453867.983	12.75	1.70794808641106
-335192.365	2453818.109	12.8	1.70839949049213
-335185.021	2453768.235	12.85	1.70858796412913
-335177.678	2453718.362	12.9	1.70853398810041
-335176.23	2453667.971	12.95	1.70852576293854
-335181.208	2453617.806	13	1.70924314273793
-335186.187	2453567.641	13.05	1.71259808185737
-335191.165	2453517.476	13.1	1.71587572599951
-335173.537	2453470.247	13.15	1.7185035382803
-335147.74	2453426.936	13.2	1.72085740059433
-335121.942	2453383.625	13.25	1.72334726591203
-335096.019	2453340.39	13.3	1.72739188173894
-335069.826	2453297.318	13.35	1.73367154465204
-335043.632	2453254.246	13.4	1.74058775938042
-335009.871	2453216.809	13.45	1.74729032780314
-334971.42	2453184.209	13.5	1.75394756507081
-334932.968	2453151.608	13.55	1.76059177825997
-334893.538	2453120.199	13.6	1.76717977203199
-334852.022	2453091.603	13.65	1.77524834262613
-334810.506	2453063.008	13.7	1.7849053706112
-334768.99	2453034.412	13.75	1.79459401843068
-334727.474	2453005.817	13.8	1.80295324408539
-334685.958	2452977.222	13.85	1.8141857552732
-334644.442	2452948.627	13.9	1.82714928892048
-334602.647	2452920.44	13.95	1.84068841582408
-334560.774	2452892.37	14	1.85362099874781
-334518.901	2452864.301	14.05	1.86846121070518
-334471.825	2452846.271	14.1	1.88395140906202
-334422.911	2452834.08	14.15	1.89968631024976
-334373.996	2452821.889	14.2	1.91555806729705
-334330.096	2452797.11	14.25	1.92952780022098
-334287.765	2452769.737	14.3	1.94375653543666
-334245.433	2452742.365	14.35	1.95819184159787
-334201.924	2452716.905	14.4	1.97178346317773
-334158.401	2452691.469	14.45	1.9813010562566
-334108.671	2452683.215	14.5	1.98947409826643
-334058.329	2452680.597	14.55	1.99763514360785
-334007.987	2452677.98	14.6	1.99920000291573
-333957.644	2452675.362	14.65	1.99753510594213
-333907.953	2452666.878	14.7	1.99587298881822
-333861.179	2452648.08	14.75	1.99421313309858
-333814.405	2452629.281	14.8	1.98806603099968
-333767.632	2452610.483	14.85	1.98123074130183
-333717.873	2452602.406	14.9	1.97441688709806
-333667.511	2452600.206	14.95	1.96964645365025
-333617.149	2452598.007	15	1.96637841701132
-333566.787	2452595.808	15.05	1.96310379143963
-333516.748	2452589.708	15.1	1.95982307896325
-333466.8	2452582.901	15.15	1.95772409875449
-333416.852	2452576.094	15.2	1.95538234087405
-333366.904	2452569.287	15.25	1.95344887128413
-333319.808	2452551.313	15.3	1.95430101291211
-333274.31	2452529.61	15.35	1.95661125842107
-333228.811	2452507.907	15.4	1.95871555281292
-333183.312	2452486.205	15.45	1.95969628276635
-333136.672	2452467.08	15.5	1.9589399509925
-333087.275	2452457.027	15.55	1.95813137163422
-333037.878	2452446.975	15.6	1.95760794555047
-332988.482	2452436.923	15.65	1.96308614749995
-332939.085	2452426.871	15.7	1.96823971494062
-332889.688	2452416.819	15.75	1.97337862428979
-332840.291	2452406.767	15.8	1.97821150385282
-332797.586	2452379.984	15.85	1.98119596236072
-332756.702	2452350.496	15.9	1.97909419133035
-332715.818	2452321.007	15.95	1.97980361734853
-332674.935	2452291.518	16	1.9803425675681
-332638.28	2452256.914	16.05	1.98061288516866
-332603.521	2452220.405	16.1	1.98031653226796
-332568.762	2452183.897	16.15	1.97983543729209
-332526.963	2452155.721	16.2	1.9791707651844
-332480.671	2452135.768	16.25	1.98178932426624
-332434.38	2452115.815	16.3	1.98587451839154
-332388.088	2452095.863	16.35	1.98967538582598
-332341.466	2452076.694	16.4	1.99698896251851
-332292.001	2452066.989	16.45	2.00294657056614
-332241.857	2452061.826	16.5	2.00919316271426
-332193.235	2452075.124	16.55	2.01545559426884
-332142.924	2452078.259	16.6	2.01952809407266
-332092.521	2452079.003	16.65	2.01781626924992
-332042.118	2452079.748	16.7	2.01610733812666
-331992.141	2452086.32	16.75	2.01440161185704
-331944.319	2452102.259	16.8	2.01197294043844
-331896.497	2452118.197	16.85	2.00826480130272
-331848.675	2452134.137	16.9	2.00457018767865
-331803.684	2452156.87	16.95	2.00088945210224
-331761.024	2452183.722	17	2.00195724210878
-331718.364	2452210.575	17.05	2.00479944724768
-331675.704	2452237.428	17.1	2.00765026507859
-331644.859	2452277.297	17.15	2.00982938562432
-331614.195	2452317.306	17.2	2.01197492472108
-331583.531	2452357.314	17.25	2.01435646855149
-331555.117	2452398.951	17.3	2.01532875364221
-331527.69	2452441.243	17.35	2.01250788944293
-331500.262	2452483.536	17.4	2.01154170050831
-331472.834	2452525.828	17.45	2.01886575439507
-331445.406	2452568.121	17.5	2.02668998194671
-331399.438	2452588.805	17.55	2.03503339418424
-331350.226	2452599.719	17.6	2.04344577620465
-331301.014	2452610.633	17.65	2.05192767780019
-331251.803	2452621.547	17.7	2.05889769027338
-331202.591	2452632.461	17.75	2.06542383314679
